response,sample_1,trial_type,sample_2,orig_author,workerid,sample_3,prompt,Answer.time_in_minutes
"Hi potential buyers out there. I am here with this smartphone I got about 18 months ago. I know the condition of it isn't up to many standards but I really need the money. The price is slightly higher than the other sellers but I really did take care of the device. I got a case, which I will include, so the topical abrasions aren't as visible. You can use the device with a kid and they will love it just like I did. So go ahead and make this bid, you wont regret buying it because you are directly supporting a struggling college student. This was my lifeline, my only device to get me through many days and nights. The charging port and buttons still work and are very functional, so you don't have to worry about that. It is a steal to get such a recent device at bargain prices. You can buy it, get it fixed and be the talk of all your friends and associates. Anyways thanks Mario.",hey mom i need to ask you a favor i need your google password. i have some accounts with some older social media websites and there are a lot of pictures i want of me and all my friends from back when we were teenagers and i cant remember the passwords. all the accounts are all linked o your google account so when i go to cant remember password it wants to send the recovery link to you. i didn't just want to try to login to you google account without asking you. i know it is kind of a weird request its just nowadays all these sites take security so seriously. it will only take a few seconds and i promise to only look at the emails i need that will be sent from the social media websites. thanks mom.,single_trial,dear Mr smith. as you are aware i was late this morning for the important meeting with  the top-level executives in the company this morning. I am writing you this not to pad my job with excuses to break my fall. i emailing you to just give a explanation. I respect this company and the work we do here. I would never do something that would make me late intentionally. when i left my house this morning i was on time and ready to take on the meeting. when i was more then halfway there just after the turnpike i surcame to a flat tire. i pulled over and changed it as fast as i could but unfortunately i got up in the morning traffic i normally avoid. I am sorry mr smith. this was not my intention. i can promise you that i will make steps that this will never happen again.,3,7,"Dear colleagues, I have some upsetting news due to some unfortunate events. I have to push back our meeting. I know this is very short notice and the timing is horrible, but I have had a late shipment come into the loading dock. As you know, as warehouse supervisor, standard protocol requires me to stay and do inventory on the stock before I can put it into our supply system. This is to prevent theft, being shortchanged by our manufacturer, and other troublesome events. The late shipment is due to the holiday season and the mail and shipment companies being overloaded. The total time needed for the inventory will take two hours. I have some extra help so maybe a little sooner than that. I am sorry for the inconvenience. I will be in touch soon","You must sell your cell phone or tablet device. However, the condition of the device is not satisfactory and you currently do not have the funds to fix it. Using any tactic, how would you sell your device?",82.31725
"hey mom, so I messed up and lost my phone the other day. You know how forgetful I get with things and I was just a little tipsy. Nothing crazy because I'm smarter than that but I ended up leaving it at the party I attended. I kept asking people if they had seen it and no one fessed up. So I go online and use the tracking information to find the phone because it was still on. Come to find out it was still at the party. Sweet right? no. I got back and still no one said they knew where it was. So when I go back to check the location, I can't because it had now been turned off. So with that said, I need access to your email. You are the recovery email so I can log activate my new phone. I can explain more later but I need your password so I can accept the recovery email. thank you","Mom,I am sorry to worry you, I know you haven't been able to get in contact with me. I am in the hospital now recovering from a terrible car accident. It was bad, but please don't worry too much. I am recovering fine, and you can come visit soon if you want. I was leaving The shop at Herman's the other day. I went down the road by the pond that guy built himself. Someone pulled out from that stupid stop sign too far to check for cars. I had to swerve at the last minute to not run into him, but it was a little slippery and my car started to spin. A car coming the opposite direction ran into me and pinned my car between his and a tree. Of course it was the driver side right where I was sitting the tree hit. I had one surgery already, I got some metal in me now. The dr say I should make a good recovery.Love alwaysT",single_trial,"Jason,I am so sorry to have to tell you this. I really want you to breathe a little before you read any further, and remember all the things we have been through, and all the times I had your back. I crashed the BMW. I really am sorry and so embarrassed. I know your good with cars, but I don't think anyone is fixing this. It was my own stupid fault man. I went right through a red light. I was so excited for tonight and I just wasn't paying attention. Someone coming down the cross street couldn't stop in time. no one got too hurt. We are both at the hospital now. They towed the car down to Ron's. I don't think any of us are going to fix it, but that is where it is if you want to go see it. I just can't apologize enough. I don't have the money to replace it, but lets talk soon and I promise I will do what I can to make it up to you.",5,7,"Hey Uncle Herman. Hope life is treating you well, because here we are again. I know that I said last time would be, well, the last time. Life hasn't been treating me so well. Work is sparse, and Jess conditions aren't getting better. I am having a lot of trouble keeping up with the bills especially with all the time she has been taking off from work. If there is any money I could borrow, I would appreciate it. You know I will get it back to you the best I can. I have a $1000 payment due on the first. If I really cut it close on groceries I can make about half of it, any amount would help me. Get back to me when you can, or if you don't want to talk about it just send the check to the same place as last time. Im really sorry to ask again, and hope to see you soon either way.kind regards,T",You need your mom's password to access an important account that you have under her name. What is your plan to convince her to give you her password?,82.31725
"Dear Richard, its Carlos. I know today was a big meeting that we had been working on, and working to complete. I would never act like it wasn't, even with my history of attendance issues. So let me explain to you what happened. I used the company credit card while out with the interns. Now don't get mad about my lateness on top of using the card but I had a good reason. You know how the interns we just hired all went to high school with me. I couldn't miss an opportunity to impress them. Well fast forward a few hours after going bowling, I wake up at a bus station with one of the interns! Neither one of us had our phones nor wallets so we had to walk 40 miles back to her place at 4am. I took a nap because I was exhausted but of course I didn't set an alarm. Her mom woke us up and said we had to head to work, and I rushed to clean up. I'll pay you back for money spent with the company card, I promise.","Mom, it is very important that you listen carefully to what I'm about to tell you. I am currently in an unknown location, being held against my will. My captors have given me only one instruction. I need to transfer money from our joint account into their offshore bank account by midnight tonight or they will kill me. Please Mom, these men are serious. I need to know the password for the account and I will be able to make the wire transfer from my location with their help. If you can just do this one thing, they promised to let me go and never bother our family again. I love you so much, and I'm very sorry this is happening. I do not know these people where they came from, or why they have this motive. I would really appreciate your help, and hopefully we will be together soon safely- and happily.",single_trial,"Hi Terry, it's me. Unfortunately, I'm writing to you today because I have bad news. I'm extremely embarrassed to admit that I've been very Reckless with my behavior lately. I'll just get right to the point. Last night I borrowed your Tesla. That's right, your baby, your favorite, the great love of your life. I'm very embarrassed to admit that I went out and had a lot to drink last night. For whatever irresponsible reason, when I returned home I saw your shiny red baby parked in the driveway. I had a spare key so without thinking, I ran straight over, hopped in the seat and started barreling down our street. Well, my little Adventure came to an abrupt end as I hit the gate to the complex. So it is with great sympathy that I need to let you know that your Tesla is no longer. Since the car was wrapped completely around the fence and gate, my insurance adjuster informed me that it was totaled. I'm extremely extremely sorry, and I promise to repay every penny. I left the keys to my car on your front porch. Please feel free to drive it until I'm able to replace your baby.",2,7,"Hi team, I've recently checked our data from this quarter and it looks like everything's on target just like we planned. I wanted to take a moment and thank you guys for doing such a great job, working so hard this past quarter, despite all the challenges and setbacks we've experienced. So I was thinking this afternoon, ""What's a great way to reward the guys for all their hard work?"" So, I decided that I would postpone our meeting for this afternoon. Instead I'm taking everyone to the outlet mall for a shopping spree on the corporate credit card. Afterwards, we'll all enjoy a four-course dinner at an upscale restaurant overlooking the riverfront. I hope everyone will have a great time. I'm so happy that I get to reward the entire team, and spend some time with the people who helped make this company what it is today. Please RSVP to this email if you can't make it. Cheers!",You are extremely late for an important meeting with top-level executives in the company that you work for. Create a story for why you were late that will convince them not to fire you. ,82.31725
"Hey Unc, its your favorite nephew Cornelius. I've already asked my dad and mom and they both said it is out of the question. So here I am asking you. I know you've bailed me out of really tight binds and this time is different. TRUST ME it is way way way different and more dire. So you know that star soccer player I grew up with? Well I saw him in town and he suggested I come with him to Las Vegas. Can you believe it!? Someone from our neighborhood made it and remembered me! Anyways I agree and call off work for a few days. My boss was mad but who cares, he's a pushover. So I'm out gambling with my buddy and doing party drugs. He knew someone that he trusted that he always buys stuff from. Ok so, while we're rolling some goons come in with guns and start shooting. I ran as fast as I could and got seperated from the group. I ended up going to the end of the strip and found a Kinko's with some free internet usage. All I need from you is the same amount you sent me last time and I'll be home to pay you back. Mom and dad froze my account because someone was using it. Wire it to this Western Union PLEASEEEEEE.","Hey man. I don't even know where I'm going to start. I've always been an idiot. You know that. I've always been pretty reckless you know that too. And you know how careless I am. Better than anyone. Even better than me. Which is WHY i love you, man. What kind of insurance do you have one this car anyway? What happens if it's totaled? Now don't be upset. No need for panick. Because you HAVE insurance, right? This was not even my fault. I was jack-knifed by this crazy dude who ran the red light. But it appears he didn't insurance, so either your insurance pays for it, or I pay for it. and... I don't have money. I'm unemployed man, why did you think I had to borrow your car? Now I now you wish I was dead. I understand. I'll make it up to you. Once I find a job, and get settled, I will buy you the same make and model. I swear. Meanwhile, you might have to file the report saying the car is totaled. Not sure how this is going to go down. But really I can't say how sorry I am.",single_trial,"Dear all. It appears someone somewhere has bad arithmetic in our department. The last earnings report had a very serious error that affected the budget for our department and it needs to be fixed NOW. It should've been fixed the day before yesterday according to the Vice president. So it will be fixed, and it will be fixed today. And meanwhile, the meeting scheduled for the later this evening has been postponed until further notified. This error has caused a lot losses, and I have been given explicit instruction from the VP to identify the source of the error, and deal with it myself personally. if I don't, I have been informed that he will fire the individual, and then demote me.  As you can all see, this is a serious problem for our department, and we should plan for the worst, ie., termination of the employment of the individual(s) responsible, and perhaps even those who might have been aware of the negligence. Further instructions will follow.",7,7,"Hey mom. I know you heard. Yes, I got into an accident. And yes, it damn near killed me. Totaled the car. Let me explain so you don't worry. I am a O.K. OK? So yesterday, I was pulling out of the school entrance in the back near the sign. You know what I'm talking about? Anyway i didn't really pay attention to who was coming down the hill from the left. And apparently this drunken jerk was fleeing from something or someone. Just as I was pulling out the entrance, this guy came out of nowhere doing probably 80 miles an hour on the downhill, and plowed right into the left back seat towards the tire. That sent me rolling down the hill for, I don't know, maybe like 30 ft or so? I had my seat belt on, otherwise, I would probably be dead by now. But all in all, I'm OK. I just got out of the ER. And NO need to drive 500 miles or fly here, mom. I'm OK. Doctors said so. Don't worry, and I'll see next month for Thanskgiving. And yes, I am coming.","You need to ask a relatively wealthy relative (it could be any relative) for some money. Formulate a story/message that is asking that relative what you need the money for, when you need it, why you need it, and how they should give it to you. ",82.31725
"Hello colleagues and coworkers. I know we had that big meeting with our supplier set for tomorrow morning. I know we have been working non-stop on pitches for 2 weeks, but we will need to buckle down for another week. The supplier is going on vacation this holiday season and I need you all to stay home. We will give you all a nice package for having to stay home. But everyone will need to cancel plans and be ready to stay locked in and razor sharp for the meeting in a little over a week. Remember that we need this supplier to stick with us and it really depends on us keeping the lights on. I have already cancelled all previously accepted vacation time so please re-submit all requests after reading this. Signed Charlie","Honored executives, I don't know how best to start.  I have always been told that making an apology and then saying ""but"" negates the entire apology.  But I'm going to need to do it anyway, as desperate as the situation is.  I am terribly sorry that your time has been wasted waiting for me to show up, but I assure you, I did everything in my power to arrive on time.  There was a massive holdup about 5 miles away.  It didn't happen until I was already on the highway, already committed with no easy way to turn around.  It looked like a pretty big pileup happened, I didn't have time to stop and watch because I was rushing to get here as soon as possible.  I should still have left with enough time to get here, and I normally do, but I got held up at home helping my kids get ready for school.  I am so terribly sorry, and this is on my head, but I hope you can at least understand the circumstances and see it in your heart to let me keep my job here.",single_trial,"Hey Aunt Esme.  I'm sorry to do this via email, but I haven't been able to reach your phone, and I know your business email gets checked hourly.  I hate to ask ANYONE for money, but especially you after everything you've done for our family.  But, Dad fell down and hurt himself pretty bad at work, the insurance won't cover the surgery needed to fix his back.  It's an emergency situation, and they said that they need to do it immediately to prevent permanent damage to him. I have already raised a good portion of the money from my own bank account, and friends, but we're still short $3,000.  The doctor will not start the surgery without it.  If at all possible, you have my venmo, please Aunt Esme!  I'll do everything in my power to pay it back to you as soon as possible, but this is about my dad's future.  I need your help.Love,Your Nephew.",6,7,"Hello Craigslist buyers.  I am selling a Kindle Fire Tablet.  The retail price for one at the moment is $90.  I find I no longer have use for mine, and there are only one or two problems with it, so I am looking to offload it onto someone else!  So, the screen is still perfectly clear, I also just got done swabbing it down with alcohol and screen cleaner to make it look new and pristine.  One of the issues is, the button to turn it on sometimes sticks, sometimes you have to give it a nice whack against the floor to get it to turn on.  The other issue is that the memory card is broken.  Those two things are not major, and easily reparable, I have upgraded to a different tablet, and I don't think it's worth my time or money to repair.  So, I will sell it for $40, $50 off new retail of this thing, all you need to do is buy a microSD card which is just a few bucks and the tablet will be as good as new minus the power button issue.  It's a great buy!",You are a supervisor and you have to push back an important meeting with your supervisees. What happened and how do you tell them?,82.31725
"Hey mom, I have some pretty upsetting news to tell you. Due to my carelessness, I recently got into a car accident. I was in the hospital for a couple of days because of it. I know this is very unexpected and something you don't want to hear about but it was nearly fatal. I wanted to write to you to tell you what happened. I don't have any excuses for it. I was speeding down the highway a bit because I was running late for an event. It was a bit dark and I could not see well and this car pulled in front of me without any lights on. I swerved out of the lane and I lost control of my car. The car spun out of control and I ended up slamming into the center divider. I am sorry but the car is probably totaled. I am sorry to tell you this over a message, I will be in touch soon. I will try to be safe to ensure that this never happens again.",dear Mr smith. as you are aware i was late this morning for the important meeting with  the top-level executives in the company this morning. I am writing you this not to pad my job with excuses to break my fall. i emailing you to just give a explanation. I respect this company and the work we do here. I would never do something that would make me late intentionally. when i left my house this morning i was on time and ready to take on the meeting. when i was more then halfway there just after the turnpike i surcame to a flat tire. i pulled over and changed it as fast as i could but unfortunately i got up in the morning traffic i normally avoid. I am sorry mr smith. this was not my intention. i can promise you that i will make steps that this will never happen again.,single_trial,"Dear colleagues, I have some upsetting news due to some unfortunate events. I have to push back our meeting. I know this is very short notice and the timing is horrible, but I have had a late shipment come into the loading dock. As you know, as warehouse supervisor, standard protocol requires me to stay and do inventory on the stock before I can put it into our supply system. This is to prevent theft, being shortchanged by our manufacturer, and other troublesome events. The late shipment is due to the holiday season and the mail and shipment companies being overloaded. The total time needed for the inventory will take two hours. I have some extra help so maybe a little sooner than that. I am sorry for the inconvenience. I will be in touch soon",3,8,hey Todd. I know you you are pretty upset about me crashing you car and i know you deserve to be. i am really upset that i did this to you i have always seen you as a really great friend. i know you didn't see the accident happen and i just wanted to let you know what happened i don't want to give you any excuses i just would want to know if the shoe was on the other foot.i was driving down highway 40 and it was darker then usual. I wasn't speeding i wasn't drinking i was showboating in your favorite car. a deer jumped out from the right hand side of the road. it scared me and i went to slam on the brakes. when i did the car went into a spin and smacked a telephone pole.  i am sorry the frame is bent and it is totaled. i want to pay for it. please me message me so i can figure out how.,You have gotten into an accident that was nearly fatal. Explain to your mother what/when/where/how/why you got into that accident. ,24.9962
"Hey bro. I know that you were a little hesitant about what I said during the meeting. I felt that you pushed back on my idea very hard and it wasn't necessary. I am OK with you voicing your opinion. I just wish you had told me how you felt before we went into the meeting. I feel like we could have compromised on the issue. Anyways, it is past us. I just want to make sure we get things cleared out now. If we go with your plan, we need to consider the costs and benefits that would arise from it. As your supervisor, I am willing to go through with it and see how beneficial it is for the project. I will give you freedom to enact the policies you spoke about. I feel there is NO need for me to nag you on or constantly check in on you while you are working on this. But if the policies do not work, I was wondering what you would like to do next. Hope you are doing well, man.","Hey mom. I know you heard. Yes, I got into an accident. And yes, it damn near killed me. Totaled the car. Let me explain so you don't worry. I am a O.K. OK? So yesterday, I was pulling out of the school entrance in the back near the sign. You know what I'm talking about? Anyway i didn't really pay attention to who was coming down the hill from the left. And apparently this drunken jerk was fleeing from something or someone. Just as I was pulling out the entrance, this guy came out of nowhere doing probably 80 miles an hour on the downhill, and plowed right into the left back seat towards the tire. That sent me rolling down the hill for, I don't know, maybe like 30 ft or so? I had my seat belt on, otherwise, I would probably be dead by now. But all in all, I'm OK. I just got out of the ER. And NO need to drive 500 miles or fly here, mom. I'm OK. Doctors said so. Don't worry, and I'll see next month for Thanskgiving. And yes, I am coming.",single_trial,"Hey bro. So as you might have guessed, your little bro is in trouble again. No not that kind. I just got into some financial troubles because i was laid off recently. i didn't see it coming and buying that new car was a mistake. maybe i should've gotten a used one, i don't know really. anyway. i have some interviews lined up already and i'm applying to more jobs next week. i'm applying as many i can find, but you know how it is. meanwhile, my savings is dwindling fast. my guess is that it will probably go to 0 within 2 months. and if i don't find a replacement job before that, i'm going to be homeless. well, not really homeless, i can sell the car but i still owe money on it, and not sure what i'll have left over. so i was wondering if you can help me out. it seems like i'm always asking you for the help. it was always like that ever since we were little. hope you can come through this time too, man.",7,8,"Almost brand new smartphone for sale. Pros: It's the top of the line released this year. It's got the latest CPU, GPU, and huge storage and room for more with the sd card. It has a tons of movies loaded on to the sd car already. That's about 60 gig of hollywood movies. OK, they're ripped and compressed, so it will not be exactly HD DVD quality, but very close. It's so convenient to watch movies on your phone while riding in public transportation. Just the movies alone will cost anyone looking to buy such thing hefty money. And I'm including it for free with the phone. I paid 750 for it early this year. And I'm only asking 500 for it. Cons: I dropped it a few times on concrete while waiting for the bus. Ok, I dropped it more than a few times, but that's not the point is it? I'm just being honest so you know I'm a honest person not trying to rip you off. So the frame has more than afew dings on it, but they've all been smoothed out so it's not uncomfortable to hold. And the screen is busted. But it's just the screen that's cracked, all functionalities are perfect. First 500 obo gets it.",You are a supervisor and you have to push back an important meeting with your supervisees. What happened and how do you tell them?,24.9962
"Hey dude. I'm sorry this is done via email but I need to explain what happened. I know you get very upset when bad things happen and this is why I am trying to tell you now, through this message. I crashed your car man. It is completely broken and I feel horrible. I was on the highway and a drunk driver had come out of NOWHERE. I swear dude, I could not have avoided him. It didn't happen until I was totally committed to getting out of the fast lane but he was drifting in and out of lanes and I couldn't avoid his path. I am so sorry about what I did but I hope you at least understand the circumstance. I will do whatever I can in my power to pay you back as quickly as possible. I am going to be ok from the accident. I love you man and hope you have it in your heart to forgive me.","Hey Aunt Esme.  I'm sorry to do this via email, but I haven't been able to reach your phone, and I know your business email gets checked hourly.  I hate to ask ANYONE for money, but especially you after everything you've done for our family.  But, Dad fell down and hurt himself pretty bad at work, the insurance won't cover the surgery needed to fix his back.  It's an emergency situation, and they said that they need to do it immediately to prevent permanent damage to him. I have already raised a good portion of the money from my own bank account, and friends, but we're still short $3,000.  The doctor will not start the surgery without it.  If at all possible, you have my venmo, please Aunt Esme!  I'll do everything in my power to pay it back to you as soon as possible, but this is about my dad's future.  I need your help.Love,Your Nephew.",single_trial,"Honored executives, I don't know how best to start.  I have always been told that making an apology and then saying ""but"" negates the entire apology.  But I'm going to need to do it anyway, as desperate as the situation is.  I am terribly sorry that your time has been wasted waiting for me to show up, but I assure you, I did everything in my power to arrive on time.  There was a massive holdup about 5 miles away.  It didn't happen until I was already on the highway, already committed with no easy way to turn around.  It looked like a pretty big pileup happened, I didn't have time to stop and watch because I was rushing to get here as soon as possible.  I should still have left with enough time to get here, and I normally do, but I got held up at home helping my kids get ready for school.  I am so terribly sorry, and this is on my head, but I hope you can at least understand the circumstances and see it in your heart to let me keep my job here.",6,8,"Hi Mom.  Well, I know you get very upset when something bad happens to me out of my control, so I'm going to tell you some bad news right now.  Before we go on, yes, I'm not in great shape, I was in a car accident.  I was on the highway at night, a drunk driver came out of NOWHERE and smashed into me.  He sideswiped me good, the Kia Optima is totaled, and I'm still recovering from the damage it did to me.  Thankfully, there were some good folks around who called the police, checked on me, made sure I was alright, one of them even stayed at the hospital until Dad got here just so I wasn't alone.  It was a near miss, and I don't want to scare you, but I always try to be honest, things could have ended a lot worse.  I'm going to be holed up at Holy Name Hospital a few days, I can explain a little better in person, but this was the simplest, fastest way to let you know since you never answer your phone.  I love you, I'm safe, I'm going to be ok.",You borrowed your friend's favorite expensive car and you crashed it. It is now completely broken. How do you explain what happened? What do you do?,24.9962
"Hey mom, how have you been? It has really been so long since we last spoke! I hope all is well with you and dad. I hope you're both staying active and laying off of those fried snacks you both love so much. I actually needed to talk to you because I recently lost access to an extremely important account that I found is still under your name. It is for my school and I was hoping to get help through the bank at first but thought I would come to you first. I was wondering if you could give me access to the account? All I would really need is the password, you won't have to do anything out of the way. I can let you know when I am done using it so you can change the password again if you need to. Please let me know how you feel about this! I promise I will keep your account secure and you won't have to worry about giving me the password after this!","Hey man,I really hate to come to you with this kind of news. I know you told me to take care of your Porsche, and I hate to say it, but I did the exact opposite. I was passing an exit ramp on the highway, and some nut job didn't see me I guess and merged over into my lane. I tried to veer out of the way, but lost control and went off the road. Of course he took off, and I couldn't get his license plate number at the time or anything so we won't be able to get him to pay for it. I'm so sorry man, but I promise that I'll cover the cost of the damages. I can drop it off at the shop near my house later today, they usually have some good deals and can get the repairs done pretty quickly. I should be able to get your car to you next week and looking as good as new! Sorry again, and I promise I'll take care of it!",single_trial,"I have a used Samsung Galaxy Tab for sale, selling it for $400. It comes with the keyboard attachment and a stylus, as well as a few other accessories, such as a case, the charger, and a screen protector. I got it earlier this year, $650 for everything, and was planning to use it for school, but it didn't really work all that well for my purposes. I am dropping the price down to $400 since, even though the screen and most of it is in like new condition, there is a problem with the charger port that would require a repair to fix. It would cost about $100 to fix and can be done at any electronic repair shop, which with the $400 cost would still be cheaper than getting everything brand new, and otherwise, everything else is in great condition. Shoot me an email if you're interested.",9,8,"Hello, how have you been? It's been a while since we've talked! I hope all is well with you and the family. I actually wanted to talk to you because I am finally thinking of starting a beer brewing business and was wondering if you'd be interested in investing. I know, after all these years, I finally want to turn my hobby into a profession! I am thinking of going to the bank to get a loan, but wanted to see if you would be interested in helping me get started first before I do that. I have a couple other co founders who are all ready to go, so we're planning to get the process going in a few weeks, so I would need to know fairly soon. If you're interested, let me know, and any form of payment would be greatly appreciated (if you wanted to write a check, or just directly pay for some of the materials we'd need to get started). You would obviously be a partial owner as well, and we can figure those details out when we get started. Hope to hear from you soon!",You need your mom's password to access an important account that you have under her name. What is your plan to convince her to give you her password?,24.9962
"Mom, I really need you to listen carefully. You will NOT believe what is happening to me! I am currently really scared and feeling hopeless. I need you to take this very seriously because the people I am dealing with are not the kind to mess around. I need you to transfer me some money within the week. I really need to pay off this loan because I will be in deep financial trouble if I fail to do so. I lost my job recently and my savings are running extremely low. I would just need access to your bank information online. If you don't feel comfortable with that, I could just send you my account information and you could wire it over? Please let me know very quickly about what you can do, I don't have a lot of time.","Mom, it is very important that you listen carefully to what I'm about to tell you. I am currently in an unknown location, being held against my will. My captors have given me only one instruction. I need to transfer money from our joint account into their offshore bank account by midnight tonight or they will kill me. Please Mom, these men are serious. I need to know the password for the account and I will be able to make the wire transfer from my location with their help. If you can just do this one thing, they promised to let me go and never bother our family again. I love you so much, and I'm very sorry this is happening. I do not know these people where they came from, or why they have this motive. I would really appreciate your help, and hopefully we will be together soon safely- and happily.",single_trial,"Hi, I just wanted to let you know that I have a fantastic, yet old, computer that I am dying to get rid of. However, there are a few things you should know first. The computer itself is not functional in its current state. This is why I've decided to sell it for parts. Additionally, you'll be happy to know that my computer is going for the low, low price of $3.50. That's right, you two can have the luxury of a previously owned, horribly conditioned, archaic laptop computer. I bet you're wondering why I'm selling the computer. In this past year I've become a minimalist but also an environmentalist. In an effort to avoid recycling something that could be refurbished, I've decided to sell it but for a low price so that I definitely find a good home.",2,8,"Mom you are never going to believe what just happened to me! I was so scared! I'm so glad everything's okay, but I just need to calm down. I was driving along the interstate and I was just about to go through the tunnel. I had stopped at the light which is a long light as you know, and I was busy adjusting the stereo. It was raining very hard outside and my car was fogging up so I took an extra few minutes to wipe off the inside of the windshield. I sat there a few minutes peacefully enjoying the jazz music and I noticed the green reflection of the light on the dashboard. Normally I would just press the gas pedal and go because I'm in a hurry, but instead I hesitated and I looked to the left. I am so happy I did this. I am so happy that I wasn't in any hurry today. Because the moment I looked up a huge log truck came barreling by, clipping my front bumper. It had run the red light. Needless to say I'm okay, A little shaken up, but I'd love you and just wanted to let you know.","You need to ask a relatively wealthy relative (it could be any relative) for some money. Formulate a story/message that is asking that relative what you need the money for, when you need it, why you need it, and how they should give it to you. ",24.9962
"To those that are interested, 
I am desperate to sell my used iPad as soon as physically possible. I am in a terrible financial bind, thus I must sell my belongings, in order to acquire the appropriate funds by Tuesday afternoon. I understand this is a quick turnaround and I am deeply apologetic for that, however, this is an emergency situation. I am asking $75 for the iPad. But I must be honest with you. The device is not in the best condition, which I am so very sorry for. And as I am in peril financially, I clearly do not have the money to fix it. Therefore, I am selling a used, moderately functioning iPad for $75, which I need to sell in less than 48 hours. Please contact me if interested.","Dear colleagues, I have some upsetting news due to some unfortunate events. I have to push back our meeting. I know this is very short notice and the timing is horrible, but I have had a late shipment come into the loading dock. As you know, as warehouse supervisor, standard protocol requires me to stay and do inventory on the stock before I can put it into our supply system. This is to prevent theft, being shortchanged by our manufacturer, and other troublesome events. The late shipment is due to the holiday season and the mail and shipment companies being overloaded. The total time needed for the inventory will take two hours. I have some extra help so maybe a little sooner than that. I am sorry for the inconvenience. I will be in touch soon",single_trial,hey mom i need to ask you a favor i need your google password. i have some accounts with some older social media websites and there are a lot of pictures i want of me and all my friends from back when we were teenagers and i cant remember the passwords. all the accounts are all linked o your google account so when i go to cant remember password it wants to send the recovery link to you. i didn't just want to try to login to you google account without asking you. i know it is kind of a weird request its just nowadays all these sites take security so seriously. it will only take a few seconds and i promise to only look at the emails i need that will be sent from the social media websites. thanks mom.,3,9,Hey mom! how are you? i am sorry i have missed your calls and you haven't heard from me. i would have called sooner but i didn't want to alarm you i know it is a very long drive. on Monday i had a accident and hit another car. i just want to let you know i am fine just some bumps and bruises. i was coming home from work after my night shift driving down interstate 95. i was a little tired and my mind was drifting. i didn't see a big patch of ice in the road and when my tires hit it i lost traction. i slid into oncoming traffic. luckily the other car was able to swerve and i passed by them and slid into a ditch. My car is in pretty bad shape but once again i am fine. give me a call mom when you get this i love you.,"You must sell your cell phone or tablet device. However, the condition of the device is not satisfactory and you currently do not have the funds to fix it. Using any tactic, how would you sell your device?",34.14406666666667
"Hi Mom, 
So, remember two months ago when I asked you a bunch of questions about your favorite colors, and your first pet's name, and all that? Well, I know I said I just wanted to get to know you better but actually, I was trying to figure out how to get into one of your bank accounts. I know, I know, this is bad. But I do have money in that account too and just wanted to get it without having the hassle of going through you. I don't understand why I have to get your permission to use my money. I am an adult. Just because I have a few DUIs and stupid stuff like that doesn't mean I am irresponsible. It would be really cool if you could tell me your passwords for the account so I can take out my money. And before you ask, I will be using it to buy me and my boyfriend tickets to Florida for spring break. So, since I'm not lying to you about it and just be straight, can you please give me the passwords. Please!?","I have a tablet for sale. It is not the best tablet obviously looking at the picture. I do have a lot of accessories that go with it. I have a case for it, and some extra screen protectors, even a decent pair of earbuds I can throw in. It has been a great phone to me. I can't promise too much with it. The honest truth is that it will need some work to whoever buys it. I could really use any money I could get for it. It was my sons tablet for playing games on. I was thinking if anyone was interested, I could throw in his google play account with all his games on it. He doesn't play most of them anymore, at least not on that account. He has quite a bit of progress on Mine craft and Roblox both. His prized possession on there was his call of duty account. I don't know a lot about it you would have to talk to him. If there are any gamers out there, I know he put a lot of work into all these games, maybe they are worth something to you too.",single_trial,"Jason,I am so sorry to have to tell you this. I really want you to breathe a little before you read any further, and remember all the things we have been through, and all the times I had your back. I crashed the BMW. I really am sorry and so embarrassed. I know your good with cars, but I don't think anyone is fixing this. It was my own stupid fault man. I went right through a red light. I was so excited for tonight and I just wasn't paying attention. Someone coming down the cross street couldn't stop in time. no one got too hurt. We are both at the hospital now. They towed the car down to Ron's. I don't think any of us are going to fix it, but that is where it is if you want to go see it. I just can't apologize enough. I don't have the money to replace it, but lets talk soon and I promise I will do what I can to make it up to you.",5,9,"Hey Uncle Herman. Hope life is treating you well, because here we are again. I know that I said last time would be, well, the last time. Life hasn't been treating me so well. Work is sparse, and Jess conditions aren't getting better. I am having a lot of trouble keeping up with the bills especially with all the time she has been taking off from work. If there is any money I could borrow, I would appreciate it. You know I will get it back to you the best I can. I have a $1000 payment due on the first. If I really cut it close on groceries I can make about half of it, any amount would help me. Get back to me when you can, or if you don't want to talk about it just send the check to the same place as last time. Im really sorry to ask again, and hope to see you soon either way.kind regards,T",You need your mom's password to access an important account that you have under her name. What is your plan to convince her to give you her password?,34.14406666666667
