base sample,imitation,imitation condition,message type
"I'd like to live in western PA, hopefully on my own. Don't know if that's going to happen, but one can always hope can't they",Oh friend your so welcome. You're such a blessing to me. I love you and you've right there for me thru everything you know,cond2_p2_t1 : Just got the package! I cant believe you remembered how much I loved that! Its got a place of honor over the fireplace.,tweet
"What about a trip to Paris? I've wanted to go since I was in Jr High. I took 7 years of french, don't think that'll help tho",We love you honey so much. We'll be here for you thru everything. Love you so much keep going in your education we here.,"cond5_p2_t6 : Mom, Dad, not enough thanking over the years... But I gotta thank you now for letting me make some of the mistakes I made.",tweet
"Mom and Dad I love you both so much, just for loving and putting up with me all these years! I'm sorry for what I put y'all thru ","You're welcome, love you so much, lllllll, we'll stand by you for what you need. Here forever, love you angel baby.......",cond5_p1_t9 : Hi Mom and Dad. Thank you for all the love and support that you have provided me through all the years. I wouldn't be where I am at in life if it wasn't for you.,tweet
"I love the fall, there's nothing like a cold, crisp autumn day in western PA! When all the leaves have changed colors",The afghan is beautiful! you do such goood work. I don't know what I'd do without you. Youre such a blessing to me take care,cond2_p3_t9 : I just wanted to thank you for the the afghan that you made for me. It is so beautiful and I will use it every day. It's awesome.,tweet
So I've been doing really well here and I think I'd like to be considered for a raise. It's almost been a year and I've done well,"Thank you so much the afghan it's beautiful, You do such good work. Your'such a blessing to me don't ever change. I love you",cond2_p3_t9 : I just wanted to thank you for the the afghan that you made for me. It is so beautiful and I will use it every day. It's awesome.,tweet
You've done an outstanding job remodeling your home. I can't believe you've done it all yourself! You should be very proud of your work.,"You've done a great job, i'm happy to offer you a raise of 10percent. Will that meet your needs? I hope so please let me know","cond11_p2_t15 : Mr. Slate, Wilma really has a problem and if we don't get some of the debtasauruses off our backs, it'll kill me. Raise?",tweet
You have an annoying habit of knowing everything about everything. Maybe sometimes you could just be quiet and listen, , ,tweet
Thank you so much for the sweet gift of chocolate. I love the white chocolate with coconut! The dark chocolate was good too., , ,tweet
I'd like to have a ticket to go to see my daughter this year. We had an argument to last time we were together and I want to hug her, , ,tweet
"I love visiting Pittsburgh, there are so many cultural points there. The eastern european, german and polish are great", , ,tweet
I'm asking for a raise. I've worked really hard this past year and I believe it's time for that to be honored. Thank you, , ,tweet
"I love the autumn in western PA. There's nothing like a cold, crisp fall morning when the leaves have changed colors", , ,tweet
I'd like to go to Paris France. I've always wanted to go and I think it would be so fun to go to the Eiffel Tower and the Arc., , ,tweet
I'm asking for a significant raise as I've spend alot of time on projects lately. I hope you will see to it to honor this., , ,tweet
I'd like a flight to go see my daughter this year. we had an argument recently and I just really want to go see her and hug her., , ,tweet
I have to cancel due to a complication of my recent surgery. I hope you'll understand. I'm going to have to rest tonight., , ,tweet
I'd like to be able to have a place on my own. I don't know the possibility of that happening given my disability. We'll see, , ,tweet
I have to cancel due to a complication related to my recent surgery. I hope you'll understand and enjoy the concert. call me, , ,tweet
I have to cancel due to a complication of my recent surgery. I hope you enjoy the concert and will let me know about it., , ,tweet
"There's alot of hispanic influence in San Antonio. The Riverwalk is very peaceful, yet busy all at the same time. It's bright.", , ,tweet
I'd like to be able to live on my own however given my disability I'm not sure that will be a possibility. We'll see, , ,tweet
Mom and Dad thank you for loving my unconditionally and for always being there for me. I appreciate you so much. I love you, , ,tweet
"I love the fall! THere's nothing like a cold, crisp autumn day in western PA when the leaves have changed color - beauty.", , ,tweet
I've been in so much pain today I can hardly stand it. I can't wait until the swelling goes down and I'll be able to walk., , ,tweet
You've done such a great job remodeling your home. I can hardly believe you've done it all by yourself. Congrats friend, , ,tweet
I'm requesting a raise for my annual review. I believe I'm an asset to the company and that I'm due the raise at this time., , ,tweet
I'd really like to go to Paris France to see the Arc d'Triumphe and the Eiffel Tower. It would be amazing to see them., , ,tweet
I'm going to ask my boss for a raise. I've been working so hard and I really believe it's time to be making the big bucks., , ,tweet
I'd love a flight to see my daughter in Pittsburgh. THe last time together we had an argument and I want to hug her., , ,tweet
You really need to stop yelling at everyone for doing things that you do yourself. Maybe some self reflection is due now!, , ,tweet
Houston has so many different cultures that you need a book to get to it all! However it's really hot and I don't recommend going., , ,tweet
Thanks for the beautiful scarf you got me. It's so pretty and soft and I can pair it with everything. You such a great shopper., , ,tweet
Hi there Robert Redford! I love Spy Game with Brad Pitt the thriller has you on the edge of your seat the whole time! Love it, , ,tweet
"Mom and Dad thanks so much for love me unconditionally. You never gave up on me, no matter what you loved me. Walked right beside me.", , ,tweet
You are really annoying when you cough like that. Maybe you could try a throat logenzer! Or you could take a drink of water., , ,tweet
Thanks mom and dad for the beautiful gift you gave me. It was well thought out and I appreciate you so much. I love you., , ,tweet
"The culture of Pensacola is deciding different. However it's so uncomfortable to walk along the streets, I'll have to just read.", , ,tweet
Thank you for loving me and standing right there beside me thru everything. Never a question just constant support.Love you, , ,tweet
You are so annoying when you talk so loud. It drives me crazy and sometimes makes me so nervous. Could you stop it sometime, , ,tweet
I'd really like to get a ticket to fly and see my daughter in Pittsburgh. I'd love to see my grandbabies too. Please!, , ,tweet
I love the movie Turner and Hooch with Tom Hanks. It makes me laugh until I cry. I love watching it and so does my family. , , ,tweet
I want to go to Paris France and see the Eiffel Tower and the Arc d'Triumphe. It would be great to go in the spring., , ,tweet
I have to cancel our plans due to a complication in related to my surgery. I hope you enjoy yourself. Let me know., , ,tweet
"You did a great job remodeling your home, I can't bwelieve you did by yourself. You should be very proud of your work.", , ,tweet
"Robert Redford I've loved you since The Sting. But I really loved Spy Game, with Brad Pitt it was great. Love, Love it.", , ,tweet
"I want to go to Paris France. The spring is the best time to go. It would be so pretty, but it would be so expensive.", , ,tweet
participant4,,,tweet
Thanks for raising me in a town that provided for a great educational environment and loving me with all of your heart. ,"Son, you are very welcome.  We thought your wife would really enjoy them in your house.  Did not think our house quite fit with them.","cond5_p2_t9 : Mom, Dad, just got the new bagpipes! I really cant imagine why you waited for me to leave the house to get them for me!",tweet
"I know you like going to the beach, so I suggest we go to Virginia Beach, Virginia and enjoy the sunshine.  We can even stay at a hotel!",You are very welcome.  We did the best we could in every situation we had with you.  I pray you learned every lesson we could teach.,"cond5_p2_t6 : Mom, Dad, not enough thanking over the years... But I gotta thank you now for letting me make some of the mistakes I made.",tweet
"I really wish as my friend you did not smoke cigarettes around me.  I am allergic, and I really want you in my life, and the cigarettes will most likely kill you someday.","Really?  You realize how loud those things are, right?  We never would have allowed you to play them at home unless we also bought a soundproof room.","cond5_p2_t9 : Mom, Dad, just got the new bagpipes! I really cant imagine why you waited for me to leave the house to get them for me!",tweet
"I suggest we go on a vacation to San Francisco, California.  We should go see the Golden Gate Bridge and enjoy the Ghiradelli chocolate factory.","We aim to please.  Although we did not want them in our house, we were happy to get them for you now that you are out of the house.","cond5_p2_t9 : Mom, Dad, just got the new bagpipes! I really cant imagine why you waited for me to leave the house to get them for me!",tweet
"Hugh Jackman, you should not give up your role as Wolverine in the X-Men series.  Seeing you in other movies like the Greatest Showman is just not the same.","This response does not seem appropriate for your boss.  If you really want to receive a raise, maybe you should actually describe why you deserve one.",cond11_p1_t13 : Hi Bill. I will be late for the meeting today. My mother was crushed by a steamroller and I have to go to the morgue to identify her body.,tweet
"My favorite season is most definitely fall.  There is not as much rain as spring, but the temperature is very reasonable.  ","I am sure you do.  It is a great movie, though, I suspect you did not get loose watching the movie, more like you lost track of time.",cond14_p1_t14 : Hi Jane. My favorite movie is Forest Gump. It is humorous. It is also equally parts sad and sweet. I always loose track of time when I watch it. ,tweet
I am going to be late for today's meeting because I have to drop my children off at day care.  The bus that normally picks up my kids is broken down.,"Sorry, you still have not sold enough sprockets over the past year to justify an increase in pay.  Control your son!","cond11_p2_t13 : Mr Spacely, you know how Elroy got into that trouble? I hate to do this, but I really could use a raise to keep him out.",tweet
"My favorite movie is Fight Club.  It keeps you in the dark throughout the movie as to what the ending is, but once you know it the whole movie makes sense.  ",I am sorry to hear about the death of your Mother.  Do you know where the funeral parlor is so I can send some flowers?,cond11_p1_t13 : Hi Bill. I will be late for the meeting today. My mother was crushed by a steamroller and I have to go to the morgue to identify her body.,tweet
"I suggest we go on vacation in Toronto, Canada.  Although it tends to be very cold there, it is the birthplace of hockey and you can get around the city a lot through tunnels.  ",It is our mistakes and what we learn from them that ultimately define us.  We know you learned well from each mistake you made.,"cond5_p2_t6 : Mom, Dad, not enough thanking over the years... But I gotta thank you now for letting me make some of the mistakes I made.",tweet
I hate that you have a tendency to interrupt me when I am speaking to you about something that is important to me.  You should just listen.,"That may be true, but will you actually enjoy making money off the backs of people who did the best they could in difficult situations?",cond13_p1_t8 : In five years I will be the highest paid attorney in America. You won't believe how much money I'll be making off all the high profile malpractice suites.,tweet
This day has been absolutely the worst day in my life.  I arrived to work to my boss yelling at me for failing to get my project done and my car would not start as I was trying to leave.  , , ,tweet
Thank you mom and dad for always finding the time to plan trips for my brother and me.  I cherish the memories on those road trips., , ,tweet
"Sir/Ma'am, I have compared my salary over the past year to similar jobs in other companies and I am not being paid what I am worth.  Pay me more.", , ,tweet
"In five years I see myself in the same job I have now, though, I anticipate I will be much busier with older children.  ", , ,tweet
Nashville has the most amazing culture of any city I have visited.  The people are extremely courteous and would help you with anything., , ,tweet
Thank you sooo much for the awesome present for my birthday.  I really will treasure what you sent me for all time.  Thanks again!, , ,tweet
"I really believe that I deserve more money given what I do for the company.  Over the past year, I have accomplished so much.", , ,tweet
"I suggest we go on a vacation to Orlando, Florida to visit Disney World.  The kids will love it, and maybe we can take grandparents with us to enjoy some time to ourselves.  ", , ,tweet
My favorite part of The Sixth Sense is when the Bruce Willis character realizes that he is dead.  The twist was very surprising., , ,tweet
In five years I will still be married to the best spouse I could ever ask for.  My kids will also be starting high school., , ,tweet
"I really recommend you visit Blackpool, England.  It is a very friendly, tourist town and the people are very inviting.", , ,tweet
I can't believe I woke up this morning to over six inches of snow on the ground.  It took me over an hour just to get my car unstuck!, , ,tweet
"Patrick Stewart, you need to reprise your role as Captain Picard.  You did such a great job; no one will compare to you.", , ,tweet
"Joanne Rowling, you need to resume writing stories about Harry Potter.  Your latest play just shows the endless stories that are possible.", , ,tweet
I absolutely loved the scene in Avatar when they are flying among the suspended islands.  The views could not be matched., , ,tweet
Mom and Dad I really appreciate all you did to prepare me for the world and becoming a productive member of society.  Thanks! , , ,tweet
"Boss, I really deserve a significant pay increase.  The last project you put me on increased our revenue by 10%.  I deserve it!", , ,tweet
Mom and Dad thank you very much for always being there for me even when I have made serious mistakes.  I can never thank you enough.  , , ,tweet
I really love the city of Atlanta.  The many things to do as a family there cannot be matched in other cities its size. , , ,tweet
I really wished you would stop talking incessantly about your abusive boyfriend.  Just break up with him already!, , ,tweet
"I really love the winter, because nothing can compare to being on the ski slopes with the cool breeze and snow rushing by.", , ,tweet
"Hillary Duff, you really need expand your horizons beyond the ridiculous notion in the series Younger. You are better than that!", , ,tweet
I really want a new battery charger I can use since over the past year my battery has failed over three times.  Would be handy!, , ,tweet
"Hey, I have to cancel our plans for tonight.  My wife just let me know that she is sick and needs me to take care of the kids.", , ,tweet
I really want a heat gun that I can use to repair the many electronic devices that I own that have cracked screens.  They are annoying!, , ,tweet
I really get annoyed each time you talk about your abusive husband.  You need to talk to a divorce attorney immediately!, , ,tweet
"I really get annoyed each time you bring up your strained relationship with your mom.  My mom died years ago, so your complaints ring hollow!", , ,tweet
Congratulations on finally getting the job at Google that you raved about so often on Facebook.  I am really proud of you!, , ,tweet
I could not be more proud of your decision to stop drinking alcohol.  Your drinking really was wearing on our relationship.  , , ,tweet
"Hey boss, is there any chance you could give me a raise?  I have been working really hard lately, and it shows in my customer satisfaction reports.", , ,tweet
Your incessant drive to drink alcohol whenever I am around you is getting to the point of madness.  You need to admit your alcoholism issues., , ,tweet
Thank you so much for your gift for my birthday.  The effort you went through to get me an entire bowl of green M&Ms is amazing!  You know what I like!, , ,tweet
My favorite season is spring because you really get to see the landscape open up and the tree blooms are beautiful.  , , ,tweet
"I was not impressed with the culture in Boston, Massachusetts.  The people there did not give you a second look.  Go Nashville!", , ,tweet
This day has been horrible.  I woke up over 15 minutes late for work and when I finally got there I found out my boss fired me., , ,tweet
My favorite part of the movie Harry Potter 7 was when the Malfoy family made the right decision and left.  Family first!, , ,tweet
I suggest we go to the Lake of the Ozarks in Missouri.  Getting out in nature and renting a boat and fishing would be amazing., , ,tweet
I really get annoyed when you choose to interrupt me in the middle of a conversation.  You should really wait your turn., , ,tweet
"I get extremely frustrated when you leave out important details about your experience at those restaurants.  If I had known, I would not have gone.", , ,tweet
Thank you very much for buying me bitcoin.  It is amazing how much value cryptocurrency has nowadays especially when you compare it to 6 years ago., , ,tweet
participant5,,,tweet
i would go to cazmel or hawaii for a couples trip. its beautiful at either place and you would have a blast ,my favorite movie is its all about mary i can watch that movie a hundred times and never get sick of it,"cond14_p2_t6 : The best scene is the one at the very end -- you'll know it when you see it... Slow-motion, great song, absurd situation.",tweet
thank you mom and dad for buying me my new car i absolutely love it and appreciate it so much you have no idea,new york was very awesome there is a lot to take in and i mean the food is the best that ive had in a long time,I was really amazed at the different culture of people from New York. They eat totally different foods.,tweet
thanks mom and dad for paying for my college its one less thing that i have to worry about it means so much to me,my all time favorite movie is what i hate about you i have watched this movie so many times and i never get sick of it,"cond14_p2_t6 : The best scene is the one at the very end -- you'll know it when you see it... Slow-motion, great song, absurd situation.",tweet
i am so sorry i have to cancel tonight something came up with my family sort of like a family emergency ill explan later,mom and dad i love my new car thanks so much i really needed a new one and now i have one i love it its great,"cond5_p2_t9 : Mom, Dad, just got the new bagpipes! I really cant imagine why you waited for me to leave the house to get them for me!",tweet
hmmm let me think i want a all inclusive vacation to either mexico or the bahamas for my birthday do you think you can handle that,new york was great its a very busy city but the culture is amazing and one of a kind you will never get bored,I was really amazed at the different culture of people from New York. They eat totally different foods.,tweet
so ive been here a year now and i have taken on a lot of extra responsibilites and i think that i deserve a raise,i see myself happily married with maybe another kid i dont know though my clock is ticking really hard so ,cond13_p1_t8 : In five years I will be the highest paid attorney in America. You won't believe how much money I'll be making off all the high profile malpractice suites.,tweet
thanks mom and dad for supporting me emotionally and everything else that you have done for me over the years ,you are the best i love my gift you know me so well and know exactly what i like thanks again for the best present ever,cond2_p2_t1 : Just got the package! I cant believe you remembered how much I loved that! Its got a place of honor over the fireplace.,tweet
i am super sorry but i am going to have to cancel for tonight i am not feeling well at all i feel sick to my stomach,i dont really know i just hope i am happy and spending lots of time with my family and making good money ,cond13_p1_t8 : In five years I will be the highest paid attorney in America. You won't believe how much money I'll be making off all the high profile malpractice suites.,tweet
my favorite season is spring because i know winter is over and its time for bbqs and being outside and nice weather,new york is a great city the culture and the food is amazing nothing that i every expierenced before you would love it,I was really amazed at the different culture of people from New York. They eat totally different foods.,tweet
babe i think that we should go somewhere exotic to a beach maybe do an all inclusive just get away and relax,mom and dad thanks for all that you do for me you are amazing parents who have always had my back no matter waht,"cond5_p2_t9 : Mom, Dad, just got the new bagpipes! I really cant imagine why you waited for me to leave the house to get them for me!",tweet
i see myself having my own place hopefully with my boyfriend and my son and his son but who knows i at least want my own place, , ,tweet
i want to be working from home doing lots of different things and make decent money to support myself and my son, , ,tweet
so i was thinking i have been here for a year now and have taken on a lot of new and different responsiblities and was wanting more money, , ,tweet
my favorite season would have to be spring but fall is a close behind the weather is just great and i like being outside, , ,tweet
fall is a great season and one of my favorite bon fires and halloween and pumpkin patches and winierys and everything else, , ,tweet
annoying habit that i have is that i dont speak before i think and say things that i dont mean and then regret them, , ,tweet
im sorry but i have to cancel our plans for tonight i am feeling a little under the weather today and dont wanna get you sick, , ,tweet
im sorry i will be late for the meeting i had to drop my son off at school today and he was moving very slowly today, , ,tweet
uh my day has been so terrible everything that could go wrong went wrong today i am just ready for this day to be over, , ,tweet
oh chicago was the best i had so much fun took in the culture of the city and just was so happy and relaxed it was great, , ,tweet
thanks mom and day for everything you do for me it is much appreciated i know i have been a pain in your ass at times, , ,tweet
i hate to say this but shometimes it drives me crazy when you are always late to everything you are always running behind, , ,tweet
i am so happy for you for going back to school and now obtaining your degreee it took a lot of disipline , , ,tweet
springfield is such a cool city the culture there is unbelievable everyone is so nice and relaxed and friendly, , ,tweet
dear cameron diaz i think you are one of the best actress ever i love all of your movies there is not one that i dont like, , ,tweet
dear austin you are the best actor every and it doesnt help that you are so damn hot i love seeing you in movies, , ,tweet
a favorite movie of mine would have to be the notebook its so romantic and sad at the same time but the ending is great, , ,tweet
for my birthday this year i just want a girls night out of fun and drinking and letting lose i dont feel like i get to do that much anymore, , ,tweet
i hate to say this but when you bite your nails it drives me nuts you bite your nails to the point you make them bleed stop it, , ,tweet
i want to do a spa day for my birthday this year i mean go all out manis pedis facials hair makeup and much much more, , ,tweet
i see myself happily married and working from home doing something that i love what that is i am not sure yet, , ,tweet
uh this day has been terrible i am so ready for this day to be over just fighting with a co worker and lots of pressure, , ,tweet
thanks mom and day for paying off my student loans this is a huge weight lifted off my shoulder i was worried about how i was going to afford it, , ,tweet
today was horrible everything that could go wrong went wrong today i just want this day to be over and done with, , ,tweet
my favorite season is spring i love the nicer weather and bbqs and just being outside and enjoying the weather, , ,tweet
miami was so cool the culture there is unbelivealbe people are so pretty and fit and always riding bikes or walking, , ,tweet
miami is such a great city you have to go sometime at least just once and take in the culture and everything it has to offer, , ,tweet
you have go to stop biting your nails you bite them to the point that they bleed it is very annoying honestly, , ,tweet
this day is the worst i am so over it i just want to go home and have a glass of wine and just relax  and watch some tv, , ,tweet
babe i think that we should go to somewhere exotic like maybe hawaii or puerto rico somewher that has a beach , , ,tweet
thanks mom and day for everything you do for me you are so supportive of everything that i do even if you dont agree, , ,tweet
thanks for one of the best presents ever this was so special and so dear to my heart i am amazed at how well you did, , ,tweet
i am so proud of you for moving up in your job you are so hard working and you definetely deserve this raise , , ,tweet
this day is bad i mean really bad can it just be over already it seems like it is going in slow mo i just wanna go home, , ,tweet
i was thinking that i deserve a raise i have been here now for over a year and have put a lot of effort into this job, , ,tweet
i love fall the bonfires and halloween and the leaves changing colors its just so beautiful oh and the winieres. , , ,tweet
spring is so beautiful the grass gets so green and the flowers bloom everything just look so pretty and colorful, , ,tweet
i cant go out tonight something came up with my son and he needs me can we do a rain check or something , , ,tweet
"thanks for the amazing present i really do appreciate it, it was the greatest present ever i cant thank you enough", , ,tweet
i love all of your movies and your good looks i just cant get enough of you you are the best actor ever and so sexy, , ,tweet
participant6,,,tweet
"should go away somewhere exotic and not worry about what is happening right now. need some relaxation and pampering. enjoy couples massages, fancy drinks, warm waters, dance under the moonlight. ",So the circus came to town and I really want to go...don't know why. So I can't do this weekend...sorry. Another time maybe. ,cond15_p1_t15 : Hi Jackie. I won't be able to go with you this weekend. The circus is in town and I feel strangely compelled to go to it instead.,tweet
my car broke down. the part the mechanic needs has to be delivered from the dealership. it could take several hours. will call when ready. ,Bad news..Mom is dead. Strange thing is there's nothing left to identify her but I have to anyways. Ever get run over by a streamroller?,cond11_p1_t13 : Hi Bill. I will be late for the meeting today. My mother was crushed by a steamroller and I have to go to the morgue to identify her body.,tweet
in five years i plan to have my own business and hire several friends to help me operate it. not sure if it will be a retail or a service business. ,New York takes some getting used to. Weird foods not even sure what your're eating cause. Lot of street vendors. How healthy is that. ,I was really amazed at the different culture of people from New York. They eat totally different foods.,tweet
i went to india. the sites and smells are what remain in my mind.  temples and chanting. meditation daily. spices. friendly people. great food if you like curry. ,Forest Gump is so heartwarming. You just want to take him home and care for him. He never grows up.And we don't want him to.  ,cond14_p1_t14 : Hi Jane. My favorite movie is Forest Gump. It is humorous. It is also equally parts sad and sweet. I always loose track of time when I watch it. ,tweet
spring is here and you can smell it in the air. daffodils are popping their heads through the warm dirt. birds returning. ,"The end of this movie will surprise you so don't leave before it's over..you will be sorry. A real unexpected switch up,","cond14_p2_t6 : The best scene is the one at the very end -- you'll know it when you see it... Slow-motion, great song, absurd situation.",tweet
i plan on retiring in five years. finally get a chance to do the things i can't do while chained to my desk at work. daydreams become reality. ,My mother had an accident today. She was driving a steamroller and fell out and it rolled over her. Gotta go look at her squished body...sorry I will be late for meeting. ,cond11_p1_t13 : Hi Bill. I will be late for the meeting today. My mother was crushed by a steamroller and I have to go to the morgue to identify her body.,tweet
i love the movie catch me if you can. based on a real life person and decaprio played it so great. wish i could personify the individuals as he did but he did get caught in the end....sorry,Not a good day Victoria. Talk about bad luck. I had to witness my boss have a stroke...probably cause I was late to work again. ,cond10_p1_t6 : Hi Victoria. I am having such a rotten day. First I was late to work. Then my boss had a stroke. It was terrifying.,tweet
"snow fell today as winter starts. fuzzy sweaters and warm boots, hot chocolate and marshmallows. the red cardinals really stand out against the white snow. ",I always wanted to be a clown and the circus has an opening for one. It is in town so I won't be going with you this weekend...,cond15_p1_t15 : Hi Jackie. I won't be able to go with you this weekend. The circus is in town and I feel strangely compelled to go to it instead.,tweet
visited italy and have never met friendlier people in all my life. one family invited us into their homes for a wonderful italian dinner. and wine of course. ,You love me for who I am and I can't think of any other individuals who would put up with me. thank you. ,"cond5_p2_t6 : Mom, Dad, not enough thanking over the years... But I gotta thank you now for letting me make some of the mistakes I made.",tweet
woke up this morning with a terrible sore throat. went to doctor and it is streph throat. doctor said not to be around anyone but i will come in anyway...important meeting. ,You love me for who I am and I can't think of any other individuals who would put up with me. Thank you for everything. ,"cond5_p2_t6 : Mom, Dad, not enough thanking over the years... But I gotta thank you now for letting me make some of the mistakes I made.",tweet
"tom hanks....you can play any character with such believeability (new word). funny, crazy, serious. your face speaks even before you open your mouth. that is talent. ", , ,tweet
summer...time to break out the bathing suits and suntan lotion. love the beach. warm sand between the toes and the foam of the waves from the ocean. , , ,tweet
what a thoughtful gift you have given me. it was a total surprise and i will think of you each time i use it. thank you so much!, , ,tweet
went to see gone with the wind. very long but so sweeping that it pulls you right in and so haunting long after it ends. , , ,tweet
i hate to do this at the last minute but i just got a call from my boss and he needs me to finish up a report tonight that was not due until next wednesday. , , ,tweet
I received your gift today and really you shouldn't have. It wasn't even my birthday! You are so sweet to remember how much I liked the sweater you wore to buy me the same one , , ,tweet
This year for my birthday I would like us to go out to the new restaurant down the street and try something we've never eaten before. Then go shopping for something we can't afford. , , ,tweet
"Dear mom and dad....as if you being my parents wasn't enough of a gift, you are now helping me with my college fund. I did not expect this but you are the greatest. ", , ,tweet
You won't believe what happened on the way to the office. I am stuck in the elevator and am waiting for the repair crew to come to the rescue. , , ,tweet
I have to cancel our outing tomorrow because I have to take my dog to the vet. He has a bad cough and his nose is running. , , ,tweet
Thank you thank you thank you. You are the best friend ever. How did  you know i needed a new coffee maker....Let's go try it out. , , ,tweet
I apologize for being late to the meeting.. I forgot to turn my clock ahead so I am an hour behind. Next year I put a reminder on my phone. , , ,tweet
I can't believe this....I bought you a present for no reason and you bought me a present for no reason...we must really be best friends cause we think alike. , , ,tweet
What a surprise. I have been wanting a new watch for the longest time and here you go and buy me one. Thank you. Let me take you to lunch...my treat. , , ,tweet
A lot of people don't like fall but I do. I actually love raking leaves. I love the smell of fireplaces and the colorful gourds and pumpkins and apples. , , ,tweet
You are the bestest friend a person could have. How thoughtful of you to get me this gift. I really needed a pick me up. , , ,tweet
spring is my favorite season. this is the time i start planning my garden and flowers. i hope this year the squirrels don't get to my tomatoes before they ripen. , , ,tweet
I have the greatest parents. Your support means the world to me. I could not have gotten through this situation without you. , , ,tweet
Summertime is here....get out the canoe and lets go paddle down the creek we went to last year. it is so peaceful...we can pack a lunch basket. , , ,tweet
I just got a call from my sister.  she needs me to babysit for her. I wouldn't normally cancel our plans but this is important. , , ,tweet
I lost my pocketbook. Misplaced my phone. Broke the heel on my favorite shoes. And burnt my toast. And I just got fired. What a great day. , , ,tweet
The delivery man just brought a beautiful bouquet of flowers to my door. How did you know I liked sunflowers...so pretty. thank you. , , ,tweet
I am so glad winter snow is here. I just got a new sled I am dying to try out. Going up the hill by Pedmont Street and sliding down...just like a little kid. , , ,tweet
"Dear parents, I just want to thank you for the birthday party you threw me. Totally unexpected. So good to see family gathered. ", , ,tweet
You have to see this movie. It has all the elements you want to see. It is the kind of movie that you have to see several times to catch it all. , , ,tweet
I am so happy you received the acknowledgement for all your hard work. You are way past due for it and no one deserves it more. , , ,tweet
That gift you gave me? Could not have come at a better time. My car broke down so that certificate will really come in handy. You are the best. , , ,tweet
So I am planning to move to Ireland in five years. I visited there two years ago and decided that is where I want to be. , , ,tweet
I have proven myself a valuable employee with great ideas that have brought the company more clients and feel I deserve a raise. , , ,tweet
I have been here for over 3 years and was supposed to get a raise after the first year. I have not. Can I have mine now? , , ,tweet
My parents......where would i be without you. Well I would be walking if you hadn't bought me a new car! Love ya. Lets go for a ride. , , ,tweet
We haven't been away together for so long. I think we should look at some travel brochures and plan a nice getaway. We deserve it. , , ,tweet
So you graduated college! It was a tough road and I know you wanted to quit but aren't you glad you didn't . I am so proud of you. , , ,tweet
Ohh. I think I have food poisoning. I went out to lunch today and had spinach salad. I have been sick all afternoon. I need to cancel. , , ,tweet
Recently visited key west. so quaint i did not want to leave. they are so laid back and everyone smells like coconut. Yum. , , ,tweet
My dad needs me to drive him to his doctors appointment. He can't see clearly. He can't reschedule. So i need to cancel our plans. , , ,tweet
I had to put my dog down today. Lost my best friend. Thought he was getting better but I was wrong. I miss him so much. , , ,tweet
"Don't you just love spring. I am going to get a whole new wardrobe of pastels to match the mood I am in. Springy. Pink, yellow, baby blue....", , ,tweet
I knew you would get elected president. Everyone knew you are the best person for the job. You are going to do great. Congrats. , , ,tweet
"I suggest we get in the car, start driving in a direction we've never taken and see where we land up. a mini unplanned vacation. ", , ,tweet
participant7,,,tweet
"Joe, let's go to Hawaii. They have great deals right now. We could do Honolulu, Maui and Kaui. What do you think? Good?","Beth, I love that movie, too. I just watched that again 2 weeks ago. There are some great lessons in that movie.",cond14_p1_t14 : Hi Jane. My favorite movie is Forest Gump. It is humorous. It is also equally parts sad and sweet. I always loose track of time when I watch it. ,tweet
"Kathy, spring is almost here and I can't wait to get out and do some gardening. I bought a garden tiller this year.",You are so welcome. Let's get together for a birthday lunch soon. How does your schedule look for next week?,I wanted to thank you for the flowers. Carnations are my absolute favorite. I hope that they stay fresh for several day.,tweet
"So, I've always wanted a garden tiller. I found a great one and am going to ask for it as a birthday present.",I am so sorry about Elroy's troubles. Let's schedule a meeting for next week to talk about a raise.  How is Wednesday?,"cond11_p2_t13 : Mr Spacely, you know how Elroy got into that trouble? I hate to do this, but I really could use a raise to keep him out.",tweet
My father-in-law was just admitted to the hospital. I am going to have to cancel our plans for tonight. I'll call you.,Okay. Let me look at your HR records. Let's meet in a couple of days and talk about what we can do to help you out.,"cond11_p2_t15 : Mr. Slate, Wilma really has a problem and if we don't get some of the debtasauruses off our backs, it'll kill me. Raise?",tweet
In 5 years I'll be ready for a European vacation! I'm working on big home remodel jobs for a while and saving $.,"Haha. No problem, honey. We all make mistakes and the important thing is to lear from them, which we know you did.","cond5_p2_t6 : Mom, Dad, not enough thanking over the years... But I gotta thank you now for letting me make some of the mistakes I made.",tweet
I had the best time in the area of Little Italy while visiting my friend. What a great culture - and food!,Thank you for your sweet note. We love you and can see how you handle your life in such a great manner. We are proud.,"cond5_p2_t6 : Mom, Dad, not enough thanking over the years... But I gotta thank you now for letting me make some of the mistakes I made.",tweet
I've now been here for 5 years and have proven my skills. I feel I am ready to receive a raise of 8%.,"Bahaha, I know what you mean. They are laugh out loud situations that you can almost see happening in real life.","cond14_p2_t6 : The best scene is the one at the very end -- you'll know it when you see it... Slow-motion, great song, absurd situation.",tweet
It has been 2 years since my last raise. I have a good work ethic and am requesting a 5% raise for my work.,Oh man! We need to sit down and talk for a long time about that habit. I know you want to get straightened up.,cond10_p1_t5 : Hi Amber. I am having such a miserable day. I got fired for stealing from work. I can't believe they finally caught me.,tweet
