,sample,imitator,type
178,"Hello ACTOR NAME, I wanted to write to you and tell you that you are my favorite, can we meet each other?",imitator16,tweet
179,I would like to message you and tell you about how your habit is so very annoying to me and wish you would stop it.,imitator16,tweet
180,I wanted to message you my friend and tell you about my favorite season of the year and it is a christmas time!,imitator16,tweet
181,I was messaging you just to let you know about my favorite time of the year and this is the christmas time of the year!,imitator16,tweet
182,"It was my birthday this year, did you know about it my friend please send me a message back about it!",imitator16,tweet
183,I want to get a car from you for my birthday this year if you could go ahead and just send me the keys that would be great.,imitator16,tweet
184,I am having such a terrible day today and wanted to message you and tell you about it since you are my friend.,imitator16,tweet
185,"I wanted to message you and tell you what I want you to get me for my birthday and that is a car, thanks.",imitator16,tweet
186,I need to cancel my plans with you this day since I will not be able to keep the schedule of meeting with you.,imitator16,tweet
187,Hello boss I was wondering if you would give me a raise since I am always working so very hard for you!,imitator16,tweet
188,Hello friend I wanted to message you and thank you about the present that you have got for me on this day.,imitator16,tweet
189,I want you my friend to go ahead and buy me a car vehicle for my birthday on this year if you would that be great!,imitator16,tweet
190,I like the city that we are visiting my friend and my favorite part about it is the culture that is here.,imitator16,tweet
191,Hi friend I am having a terrible day today and wanted to go ahead and send you this message so that you would know about it.,imitator16,tweet
192,Want to go to the continent of Africa for our vacation together my significant other?  Please send me your confirmation.,imitator16,tweet
193,Maybe we could go to the island of hawaii for our vacation on this year and see the dolphins and dancing grass ladies!,imitator16,tweet
194,Hello boss would you allow for me to have a raise of money on this period since I am such a hard worker!,imitator16,tweet
195,It is my favorite season in the winter since this when the christmas time is and santa will bring me presents!,imitator16,tweet
196,Let's go to mountains and see if we can find some cool things to do there for the vacation what will you say?,imitator16,tweet
197,I will be late for the meeting of business on this day since the vehicle that I am driving did not start right away.,imitator16,tweet
198,I see myself at the United States and probably gonna be moving around some and have lotsof of money for any fees.,imitator16,tweet
199,"It is my favorite season now in the winter time of christmas, how about you my friend, what is you favorite?",imitator16,tweet
200,"I am watching my favorite movie right now and it is a bout these vampires and stuff like that, I forgot the name of it.",imitator16,tweet
201,"My favorite season is christmas time and winter, what is you favorite time of the year my friend, please tell me.",imitator16,tweet
202,I think that we should go to a vacation on a island with lotsof water and woods so that we can camp and stuff.,imitator16,tweet
203,I would like to say how annoying your habit is to me my friend and would then ask for you to not do the habit no more.,imitator16,tweet
204,"Hello signifigant other, what do you say about that we go ahead and go to the west side of america for vacation?",imitator16,tweet
205,Hi my signifigant other would you like to go to the state of vegas and do some of the gambling for our vacation?,imitator16,tweet
206,Hi best friend I would like to say thank you for the present that you have sent me and say that I liked it!!!!,imitator16,tweet
207,I will need to cancel our plans friend since my stomach is feeling sick and have begun to throw up the stuff in there.,imitator16,tweet
208,I would like to send you my friend the congratulations of the day since you have accomplished a great thing!,imitator16,tweet
209,"Boss would you give me a raise for the good and hard work that I have done for you at this job, please?",imitator16,tweet
210,"This cities culture is quite the most amazing it is and I like it a whole bunch, do you feel that way aswell my friend?",imitator16,tweet
211,Hi friend I learned of your accomplishment as of presently and would like to tell you that I am very proud of you!,imitator16,tweet
212,Thank you to you my friend that is the best and you picked a great gift for me that I am very pleased with!,imitator16,tweet
213,I wanted to tell you friend about my favorite movies since it has also the best actor line up in there!!!,imitator16,tweet
214,You are so annoying with you stupid habits.  Can you please stop with the stupid and annoying things that you do?,imitator16,tweet
215,"I love the movie along Came Polly, you'd love the humor. The best part is when he thinks he sharted. The movie is hilarous",imitator17,tweet
216,Congrats on the great accomplishment. I'm very proud of you and beyond excited to see where you will end up and all that you will accomplish in the future,imitator17,tweet
217,Dear boss I think I deserve a raise. I have been taking on more responsibility and my pay does not show that. I am valuable and would like that to be reflected in my compensation,imitator17,tweet
218,"Fall is my favorite season. The leaves change colors, football starts and everyone is ready and festive",imitator17,tweet
219,Congrats on your great accomplishment! You are such a great friend and so deserving of this accomplishment,imitator17,tweet
220,You and your significant other should take a vacation to Hawaii. Its much needed and you two would love it so much,imitator17,tweet
221,Unfortunately I am going to be late to this meeting because I have an appointment that I can't get out of. Sorry for the inconvenience,imitator17,tweet
222,We need to talk about this annoying habbit that you have. You chew with your mouth open and its beyond gross,imitator17,tweet
223,"Winter is my favorite season beacuse of the snow on the ground, the presents that come up and the general holiday cheer",imitator17,tweet
224,Hey babe we should take a vacation somewhere. I was thinking about the Bahamas. What do you think? It could be fun,imitator17,tweet
225,Your my best friend but we need to talk about your  habit of not brushing your teeth. Its disgusting and its giving you a bad reputation,imitator17,tweet
226,"Summer is by far my favorite season. It's the best time to be outside, the sports are a lot of fun and everyone takes a break from work",imitator17,tweet
227,I'm so sorry but I have to cancel plans because a work emergency came up last minute. I promise I will make it up to you next time,imitator17,tweet
228,I'm so sorry but I have to cancel these plans last minute. My baby got sick and I have to go home to take care of her. Sorry again!,imitator17,tweet
229,Feverpitch is my favorite movies. I love sports movies and I think you would like it as well. I think it would be the perfect movie for you to watch,imitator17,tweet
230,"Im having the worst day. I lost my job, got sick and found out that I have to move. Nothing seems to be going my way lately",imitator17,tweet
231,All that I want for my birthday this year is tickets to the World Series- my favorite sporting event and something I love,imitator17,tweet
232,James Spader is my favorite actor because he is so honest with his portrayal and somehow finds a way to bring humor in it too,imitator17,tweet
233,We need to talk about this annoying habit you have of chewing gum in the office. Its annoying and people don't like it,imitator17,tweet
234,"Dear Harrison Ford, I love your movies and shows and you are my favorite actor. I hope you have a great day!",imitator17,tweet
235,Today has been a terrible day as I keep messing up with work and I am afraid that I may get in trouble at work because of it,imitator17,tweet
236,"I just visited Italy and loved the culture. Everyone drinks wine, eats great food and concentrates on their family a lot",imitator17,tweet
237,Dear mom and dad thank you so much for raising me the right way. I can't tell you how appreciative I am for how you raised me,imitator17,tweet
238,"Dear Malcom Gladwell, I love your work and you are by far my favorite author. Please write more books and do more podcasts!",imitator17,tweet
239,I just visited Austin Texas and was so surprised how laid back and accepting the culture was. I would definitely visit there again,imitator17,tweet
240,Im so sorry that I have to cancel plans but I accidentally double booked plans for today and forgot. Sorry!,imitator17,tweet
241,Thank you mom and dad for paying for my college. Education is the greatest gift that anyone can ever receive!,imitator17,tweet
242,Congratulations on your new baby! I am so excited for you and proud of you and can't wait to meet the newest member of your family,imitator17,tweet
243,We need to talk about how poorly you dress. Its emberaasing and a really bad habit that you need to correct,imitator17,tweet
244,Dear mom and dad thank you so much for my birthday gift. I love spending time with you and also love the gift,imitator17,tweet
245,"Im so so so sorry that I have to be late for this meeting. My assistant over booked and caused this delay, I;m sorry",imitator17,tweet
246,Unfortunalty I am going to be late for this meeting because I was caught in traffic and didn't get to the office until recently,imitator17,tweet
247,Thank you for being my best friend and for getting me the nicest and most thoughtful present. I really appreciate it!,imitator17,tweet
248,We need to talk about your smoking habit. Its very unsafe and you are going to have health issues if you dont stop this habit,imitator17,tweet
249,Mom and dad thank you so much for having another kid. I am so lucky to have siblings and want to thank you for that,imitator17,tweet
250,Thank you best friend for getting me tickets! I really appreciate them and cant wait to go enjoy the present,imitator17,tweet
251,Thank you for being my best friend and getting me the best t shirt for a present! Can't wait to wear it!,imitator17,tweet
252,"Hey significant other, we should take a vacation to Mexico. We would both really like it and we need a vacation badly",imitator17,tweet
253,Thank you so much for the new pair of shoes! I love them and will wear them every day to work and when I get home,imitator17,tweet
254,Congratulations on your accomplishment! No one is more deserving of this award and you should feel honored!,imitator17,tweet
255,I just visited Chicago and loved the culture as well as the deep dish pizza. I would reccomend it highly to my friend,imitator17,tweet
256,"Dear Bill Simmons, you are my favorite author but you need to stop trying to make things for tv. Please know your strengths",imitator17,tweet
257,Dear mom and dad thank you for taking me out to dinner. It was so nice and it was great to see you for a great meal,imitator17,tweet
258,The blindside is my favorite movie because of the great themes and sports scenes. You would love it so much,imitator17,tweet
259,We need to talk about a raise I have a higher offer somehwhere else but would rather stay here if you can offer a raise,imitator17,tweet
260,Today is such a terrible day. Its raining and I stepped in a huge puddle which ruined my pants and my day,imitator17,tweet
261,Thank you best friend for giving me the present of a gym membership. I will think of you as I go every single day,imitator17,tweet
262,The Giver is my favorite movie and you would love the movie especially since you loved the book and read in school,imitator17,tweet
263,Today has been such a terrible day as I found out that my dog died and also got in trouble with the law again,imitator17,tweet
264,Hey significant other we should take a vacation to Canada and go skiing. It would be so much fun and would be relaxing,imitator17,tweet
265,"I hope to be in western Pa living the dream, playng with grandbabies, going to the movies, visiting my dad and having fun.",imitator18,tweet
266,"I really would like to go to visit my daughter in Pennsylvania. Don't know if it's going to happen or not, but one can hope",imitator18,tweet
267,"My favorite movie has to be Tom Hanks in Turner and Hooch! It's a classic, never ever gets old! I laugh so hard I cry!",imitator18,tweet
268,"Hi there Robert Redford, I love watching another favorite movie, Spy Game. You and Brad Pitt have a great chemistry. Love watching",imitator18,tweet
269,"I'd like to live in western PA, hopefully on my own. Don't know if that's going to happen, but one can always hope can't they",imitator18,tweet
270,"What about a trip to Paris? I've wanted to go since I was in Jr High. I took 7 years of french, don't think that'll help tho",imitator18,tweet
271,"Mom and Dad I love you both so much, just for loving and putting up with me all these years! I'm sorry for what I put y'all thru ",imitator18,tweet
272,"I love the fall, there's nothing like a cold, crisp autumn day in western PA! When all the leaves have changed colors",imitator18,tweet
273,So I've been doing really well here and I think I'd like to be considered for a raise. It's almost been a year and I've done well,imitator18,tweet
274,You've done an outstanding job remodeling your home. I can't believe you've done it all yourself! You should be very proud of your work.,imitator18,tweet
275,You have an annoying habit of knowing everything about everything. Maybe sometimes you could just be quiet and listen,imitator18,tweet
276,Thank you so much for the sweet gift of chocolate. I love the white chocolate with coconut! The dark chocolate was good too.,imitator18,tweet
277,I'd like to have a ticket to go to see my daughter this year. We had an argument to last time we were together and I want to hug her,imitator18,tweet
278,"I love visiting Pittsburgh, there are so many cultural points there. The eastern european, german and polish are great",imitator18,tweet
279,I'm asking for a raise. I've worked really hard this past year and I believe it's time for that to be honored. Thank you,imitator18,tweet
280,"I love the autumn in western PA. There's nothing like a cold, crisp fall morning when the leaves have changed colors",imitator18,tweet
281,I'd like to go to Paris France. I've always wanted to go and I think it would be so fun to go to the Eiffel Tower and the Arc.,imitator18,tweet
282,I'm asking for a significant raise as I've spend alot of time on projects lately. I hope you will see to it to honor this.,imitator18,tweet
283,I'd like a flight to go see my daughter this year. we had an argument recently and I just really want to go see her and hug her.,imitator18,tweet
284,I have to cancel due to a complication of my recent surgery. I hope you'll understand. I'm going to have to rest tonight.,imitator18,tweet
285,I'd like to be able to have a place on my own. I don't know the possibility of that happening given my disability. We'll see,imitator18,tweet
286,I have to cancel due to a complication related to my recent surgery. I hope you'll understand and enjoy the concert. call me,imitator18,tweet
287,I have to cancel due to a complication of my recent surgery. I hope you enjoy the concert and will let me know about it.,imitator18,tweet
288,"There's alot of hispanic influence in San Antonio. The Riverwalk is very peaceful, yet busy all at the same time. It's bright.",imitator18,tweet
289,I'd like to be able to live on my own however given my disability I'm not sure that will be a possibility. We'll see,imitator18,tweet
290,Mom and Dad thank you for loving my unconditionally and for always being there for me. I appreciate you so much. I love you,imitator18,tweet
291,"I love the fall! THere's nothing like a cold, crisp autumn day in western PA when the leaves have changed color - beauty.",imitator18,tweet
292,I've been in so much pain today I can hardly stand it. I can't wait until the swelling goes down and I'll be able to walk.,imitator18,tweet
293,You've done such a great job remodeling your home. I can hardly believe you've done it all by yourself. Congrats friend,imitator18,tweet
294,I'm requesting a raise for my annual review. I believe I'm an asset to the company and that I'm due the raise at this time.,imitator18,tweet
295,I'd really like to go to Paris France to see the Arc d'Triumphe and the Eiffel Tower. It would be amazing to see them.,imitator18,tweet
296,I'm going to ask my boss for a raise. I've been working so hard and I really believe it's time to be making the big bucks.,imitator18,tweet
297,I'd love a flight to see my daughter in Pittsburgh. THe last time together we had an argument and I want to hug her.,imitator18,tweet
298,You really need to stop yelling at everyone for doing things that you do yourself. Maybe some self reflection is due now!,imitator18,tweet
299,Houston has so many different cultures that you need a book to get to it all! However it's really hot and I don't recommend going.,imitator18,tweet
300,Thanks for the beautiful scarf you got me. It's so pretty and soft and I can pair it with everything. You such a great shopper.,imitator18,tweet
301,Hi there Robert Redford! I love Spy Game with Brad Pitt the thriller has you on the edge of your seat the whole time! Love it,imitator18,tweet
302,"Mom and Dad thanks so much for love me unconditionally. You never gave up on me, no matter what you loved me. Walked right beside me.",imitator18,tweet
303,You are really annoying when you cough like that. Maybe you could try a throat logenzer! Or you could take a drink of water.,imitator18,tweet
304,Thanks mom and dad for the beautiful gift you gave me. It was well thought out and I appreciate you so much. I love you.,imitator18,tweet
305,"The culture of Pensacola is deciding different. However it's so uncomfortable to walk along the streets, I'll have to just read.",imitator18,tweet
306,Thank you for loving me and standing right there beside me thru everything. Never a question just constant support.Love you,imitator18,tweet
307,You are so annoying when you talk so loud. It drives me crazy and sometimes makes me so nervous. Could you stop it sometime,imitator18,tweet
308,I'd really like to get a ticket to fly and see my daughter in Pittsburgh. I'd love to see my grandbabies too. Please!,imitator18,tweet
309,I love the movie Turner and Hooch with Tom Hanks. It makes me laugh until I cry. I love watching it and so does my family. ,imitator18,tweet
310,I want to go to Paris France and see the Eiffel Tower and the Arc d'Triumphe. It would be great to go in the spring.,imitator18,tweet
311,I have to cancel our plans due to a complication in related to my surgery. I hope you enjoy yourself. Let me know.,imitator18,tweet
312,"You did a great job remodeling your home, I can't bwelieve you did by yourself. You should be very proud of your work.",imitator18,tweet
313,"Robert Redford I've loved you since The Sting. But I really loved Spy Game, with Brad Pitt it was great. Love, Love it.",imitator18,tweet
314,"I want to go to Paris France. The spring is the best time to go. It would be so pretty, but it would be so expensive.",imitator18,tweet
315,Thanks for raising me in a town that provided for a great educational environment and loving me with all of your heart. ,imitator19,tweet
316,"I know you like going to the beach, so I suggest we go to Virginia Beach, Virginia and enjoy the sunshine.  We can even stay at a hotel!",imitator19,tweet
317,"I really wish as my friend you did not smoke cigarettes around me.  I am allergic, and I really want you in my life, and the cigarettes will most likely kill you someday.",imitator19,tweet
318,"I suggest we go on a vacation to San Francisco, California.  We should go see the Golden Gate Bridge and enjoy the Ghiradelli chocolate factory.",imitator19,tweet
319,"Hugh Jackman, you should not give up your role as Wolverine in the X-Men series.  Seeing you in other movies like the Greatest Showman is just not the same.",imitator19,tweet
320,"My favorite season is most definitely fall.  There is not as much rain as spring, but the temperature is very reasonable.  ",imitator19,tweet
321,I am going to be late for today's meeting because I have to drop my children off at day care.  The bus that normally picks up my kids is broken down.,imitator19,tweet
322,"My favorite movie is Fight Club.  It keeps you in the dark throughout the movie as to what the ending is, but once you know it the whole movie makes sense.  ",imitator19,tweet
323,"I suggest we go on vacation in Toronto, Canada.  Although it tends to be very cold there, it is the birthplace of hockey and you can get around the city a lot through tunnels.  ",imitator19,tweet
324,I hate that you have a tendency to interrupt me when I am speaking to you about something that is important to me.  You should just listen.,imitator19,tweet
325,This day has been absolutely the worst day in my life.  I arrived to work to my boss yelling at me for failing to get my project done and my car would not start as I was trying to leave.  ,imitator19,tweet
326,Thank you mom and dad for always finding the time to plan trips for my brother and me.  I cherish the memories on those road trips.,imitator19,tweet
327,"Sir/Ma'am, I have compared my salary over the past year to similar jobs in other companies and I am not being paid what I am worth.  Pay me more.",imitator19,tweet
328,"In five years I see myself in the same job I have now, though, I anticipate I will be much busier with older children.  ",imitator19,tweet
329,Nashville has the most amazing culture of any city I have visited.  The people are extremely courteous and would help you with anything.,imitator19,tweet
330,Thank you sooo much for the awesome present for my birthday.  I really will treasure what you sent me for all time.  Thanks again!,imitator19,tweet
331,"I really believe that I deserve more money given what I do for the company.  Over the past year, I have accomplished so much.",imitator19,tweet
332,"I suggest we go on a vacation to Orlando, Florida to visit Disney World.  The kids will love it, and maybe we can take grandparents with us to enjoy some time to ourselves.  ",imitator19,tweet
333,My favorite part of The Sixth Sense is when the Bruce Willis character realizes that he is dead.  The twist was very surprising.,imitator19,tweet
334,In five years I will still be married to the best spouse I could ever ask for.  My kids will also be starting high school.,imitator19,tweet
335,"I really recommend you visit Blackpool, England.  It is a very friendly, tourist town and the people are very inviting.",imitator19,tweet
336,I can't believe I woke up this morning to over six inches of snow on the ground.  It took me over an hour just to get my car unstuck!,imitator19,tweet
337,"Patrick Stewart, you need to reprise your role as Captain Picard.  You did such a great job; no one will compare to you.",imitator19,tweet
338,"Joanne Rowling, you need to resume writing stories about Harry Potter.  Your latest play just shows the endless stories that are possible.",imitator19,tweet
339,I absolutely loved the scene in Avatar when they are flying among the suspended islands.  The views could not be matched.,imitator19,tweet
340,Mom and Dad I really appreciate all you did to prepare me for the world and becoming a productive member of society.  Thanks! ,imitator19,tweet
341,"Boss, I really deserve a significant pay increase.  The last project you put me on increased our revenue by 10%.  I deserve it!",imitator19,tweet
342,Mom and Dad thank you very much for always being there for me even when I have made serious mistakes.  I can never thank you enough.  ,imitator19,tweet
343,I really love the city of Atlanta.  The many things to do as a family there cannot be matched in other cities its size. ,imitator19,tweet
344,I really wished you would stop talking incessantly about your abusive boyfriend.  Just break up with him already!,imitator19,tweet
345,"I really love the winter, because nothing can compare to being on the ski slopes with the cool breeze and snow rushing by.",imitator19,tweet
346,"Hillary Duff, you really need expand your horizons beyond the ridiculous notion in the series Younger. You are better than that!",imitator19,tweet
347,I really want a new battery charger I can use since over the past year my battery has failed over three times.  Would be handy!,imitator19,tweet
348,"Hey, I have to cancel our plans for tonight.  My wife just let me know that she is sick and needs me to take care of the kids.",imitator19,tweet
349,I really want a heat gun that I can use to repair the many electronic devices that I own that have cracked screens.  They are annoying!,imitator19,tweet
350,I really get annoyed each time you talk about your abusive husband.  You need to talk to a divorce attorney immediately!,imitator19,tweet
351,"I really get annoyed each time you bring up your strained relationship with your mom.  My mom died years ago, so your complaints ring hollow!",imitator19,tweet
352,Congratulations on finally getting the job at Google that you raved about so often on Facebook.  I am really proud of you!,imitator19,tweet
353,I could not be more proud of your decision to stop drinking alcohol.  Your drinking really was wearing on our relationship.  ,imitator19,tweet
354,"Hey boss, is there any chance you could give me a raise?  I have been working really hard lately, and it shows in my customer satisfaction reports.",imitator19,tweet
355,Your incessant drive to drink alcohol whenever I am around you is getting to the point of madness.  You need to admit your alcoholism issues.,imitator19,tweet
356,Thank you so much for your gift for my birthday.  The effort you went through to get me an entire bowl of green M&Ms is amazing!  You know what I like!,imitator19,tweet
357,My favorite season is spring because you really get to see the landscape open up and the tree blooms are beautiful.  ,imitator19,tweet
358,"I was not impressed with the culture in Boston, Massachusetts.  The people there did not give you a second look.  Go Nashville!",imitator19,tweet
359,This day has been horrible.  I woke up over 15 minutes late for work and when I finally got there I found out my boss fired me.,imitator19,tweet
360,My favorite part of the movie Harry Potter 7 was when the Malfoy family made the right decision and left.  Family first!,imitator19,tweet
361,I suggest we go to the Lake of the Ozarks in Missouri.  Getting out in nature and renting a boat and fishing would be amazing.,imitator19,tweet
362,I really get annoyed when you choose to interrupt me in the middle of a conversation.  You should really wait your turn.,imitator19,tweet
363,"I get extremely frustrated when you leave out important details about your experience at those restaurants.  If I had known, I would not have gone.",imitator19,tweet
364,Thank you very much for buying me bitcoin.  It is amazing how much value cryptocurrency has nowadays especially when you compare it to 6 years ago.,imitator19,tweet
365,i would go to cazmel or hawaii for a couples trip. its beautiful at either place and you would have a blast ,imitator20,tweet
366,thank you mom and dad for buying me my new car i absolutely love it and appreciate it so much you have no idea,imitator20,tweet
367,thanks mom and dad for paying for my college its one less thing that i have to worry about it means so much to me,imitator20,tweet
368,i am so sorry i have to cancel tonight something came up with my family sort of like a family emergency ill explan later,imitator20,tweet
369,hmmm let me think i want a all inclusive vacation to either mexico or the bahamas for my birthday do you think you can handle that,imitator20,tweet
370,so ive been here a year now and i have taken on a lot of extra responsibilites and i think that i deserve a raise,imitator20,tweet
371,thanks mom and dad for supporting me emotionally and everything else that you have done for me over the years ,imitator20,tweet
372,i am super sorry but i am going to have to cancel for tonight i am not feeling well at all i feel sick to my stomach,imitator20,tweet
373,my favorite season is spring because i know winter is over and its time for bbqs and being outside and nice weather,imitator20,tweet
374,babe i think that we should go somewhere exotic to a beach maybe do an all inclusive just get away and relax,imitator20,tweet
375,i see myself having my own place hopefully with my boyfriend and my son and his son but who knows i at least want my own place,imitator20,tweet
376,i want to be working from home doing lots of different things and make decent money to support myself and my son,imitator20,tweet
377,so i was thinking i have been here for a year now and have taken on a lot of new and different responsiblities and was wanting more money,imitator20,tweet
378,my favorite season would have to be spring but fall is a close behind the weather is just great and i like being outside,imitator20,tweet
379,fall is a great season and one of my favorite bon fires and halloween and pumpkin patches and winierys and everything else,imitator20,tweet
380,annoying habit that i have is that i dont speak before i think and say things that i dont mean and then regret them,imitator20,tweet
381,im sorry but i have to cancel our plans for tonight i am feeling a little under the weather today and dont wanna get you sick,imitator20,tweet
382,im sorry i will be late for the meeting i had to drop my son off at school today and he was moving very slowly today,imitator20,tweet
383,uh my day has been so terrible everything that could go wrong went wrong today i am just ready for this day to be over,imitator20,tweet
384,oh chicago was the best i had so much fun took in the culture of the city and just was so happy and relaxed it was great,imitator20,tweet
385,thanks mom and day for everything you do for me it is much appreciated i know i have been a pain in your ass at times,imitator20,tweet
386,i hate to say this but shometimes it drives me crazy when you are always late to everything you are always running behind,imitator20,tweet
387,i am so happy for you for going back to school and now obtaining your degreee it took a lot of disipline ,imitator20,tweet
388,springfield is such a cool city the culture there is unbelievable everyone is so nice and relaxed and friendly,imitator20,tweet
389,dear cameron diaz i think you are one of the best actress ever i love all of your movies there is not one that i dont like,imitator20,tweet
390,dear austin you are the best actor every and it doesnt help that you are so damn hot i love seeing you in movies,imitator20,tweet
391,a favorite movie of mine would have to be the notebook its so romantic and sad at the same time but the ending is great,imitator20,tweet
392,for my birthday this year i just want a girls night out of fun and drinking and letting lose i dont feel like i get to do that much anymore,imitator20,tweet
393,i hate to say this but when you bite your nails it drives me nuts you bite your nails to the point you make them bleed stop it,imitator20,tweet
394,i want to do a spa day for my birthday this year i mean go all out manis pedis facials hair makeup and much much more,imitator20,tweet
395,i see myself happily married and working from home doing something that i love what that is i am not sure yet,imitator20,tweet
396,uh this day has been terrible i am so ready for this day to be over just fighting with a co worker and lots of pressure,imitator20,tweet
397,thanks mom and day for paying off my student loans this is a huge weight lifted off my shoulder i was worried about how i was going to afford it,imitator20,tweet
398,today was horrible everything that could go wrong went wrong today i just want this day to be over and done with,imitator20,tweet
399,my favorite season is spring i love the nicer weather and bbqs and just being outside and enjoying the weather,imitator20,tweet
400,miami was so cool the culture there is unbelivealbe people are so pretty and fit and always riding bikes or walking,imitator20,tweet
401,miami is such a great city you have to go sometime at least just once and take in the culture and everything it has to offer,imitator20,tweet
402,you have go to stop biting your nails you bite them to the point that they bleed it is very annoying honestly,imitator20,tweet
403,this day is the worst i am so over it i just want to go home and have a glass of wine and just relax  and watch some tv,imitator20,tweet
404,babe i think that we should go to somewhere exotic like maybe hawaii or puerto rico somewher that has a beach ,imitator20,tweet
405,thanks mom and day for everything you do for me you are so supportive of everything that i do even if you dont agree,imitator20,tweet
406,thanks for one of the best presents ever this was so special and so dear to my heart i am amazed at how well you did,imitator20,tweet
407,i am so proud of you for moving up in your job you are so hard working and you definetely deserve this raise ,imitator20,tweet
408,this day is bad i mean really bad can it just be over already it seems like it is going in slow mo i just wanna go home,imitator20,tweet
409,i was thinking that i deserve a raise i have been here now for over a year and have put a lot of effort into this job,imitator20,tweet
410,i love fall the bonfires and halloween and the leaves changing colors its just so beautiful oh and the winieres. ,imitator20,tweet
411,spring is so beautiful the grass gets so green and the flowers bloom everything just look so pretty and colorful,imitator20,tweet
412,i cant go out tonight something came up with my son and he needs me can we do a rain check or something ,imitator20,tweet
413,"thanks for the amazing present i really do appreciate it, it was the greatest present ever i cant thank you enough",imitator20,tweet
414,i love all of your movies and your good looks i just cant get enough of you you are the best actor ever and so sexy,imitator20,tweet
415,"should go away somewhere exotic and not worry about what is happening right now. need some relaxation and pampering. enjoy couples massages, fancy drinks, warm waters, dance under the moonlight. ",imitator21,tweet
416,my car broke down. the part the mechanic needs has to be delivered from the dealership. it could take several hours. will call when ready. ,imitator21,tweet
417,in five years i plan to have my own business and hire several friends to help me operate it. not sure if it will be a retail or a service business. ,imitator21,tweet
418,i went to india. the sites and smells are what remain in my mind.  temples and chanting. meditation daily. spices. friendly people. great food if you like curry. ,imitator21,tweet
419,spring is here and you can smell it in the air. daffodils are popping their heads through the warm dirt. birds returning. ,imitator21,tweet
420,i plan on retiring in five years. finally get a chance to do the things i can't do while chained to my desk at work. daydreams become reality. ,imitator21,tweet
421,i love the movie catch me if you can. based on a real life person and decaprio played it so great. wish i could personify the individuals as he did but he did get caught in the end....sorry,imitator21,tweet
422,"snow fell today as winter starts. fuzzy sweaters and warm boots, hot chocolate and marshmallows. the red cardinals really stand out against the white snow. ",imitator21,tweet
423,visited italy and have never met friendlier people in all my life. one family invited us into their homes for a wonderful italian dinner. and wine of course. ,imitator21,tweet
424,woke up this morning with a terrible sore throat. went to doctor and it is streph throat. doctor said not to be around anyone but i will come in anyway...important meeting. ,imitator21,tweet
425,"tom hanks....you can play any character with such believeability (new word). funny, crazy, serious. your face speaks even before you open your mouth. that is talent. ",imitator21,tweet
426,summer...time to break out the bathing suits and suntan lotion. love the beach. warm sand between the toes and the foam of the waves from the ocean. ,imitator21,tweet
427,what a thoughtful gift you have given me. it was a total surprise and i will think of you each time i use it. thank you so much!,imitator21,tweet
428,went to see gone with the wind. very long but so sweeping that it pulls you right in and so haunting long after it ends. ,imitator21,tweet
429,i hate to do this at the last minute but i just got a call from my boss and he needs me to finish up a report tonight that was not due until next wednesday. ,imitator21,tweet
430,I received your gift today and really you shouldn't have. It wasn't even my birthday! You are so sweet to remember how much I liked the sweater you wore to buy me the same one ,imitator21,tweet
431,This year for my birthday I would like us to go out to the new restaurant down the street and try something we've never eaten before. Then go shopping for something we can't afford. ,imitator21,tweet
432,"Dear mom and dad....as if you being my parents wasn't enough of a gift, you are now helping me with my college fund. I did not expect this but you are the greatest. ",imitator21,tweet
433,You won't believe what happened on the way to the office. I am stuck in the elevator and am waiting for the repair crew to come to the rescue. ,imitator21,tweet
434,I have to cancel our outing tomorrow because I have to take my dog to the vet. He has a bad cough and his nose is running. ,imitator21,tweet
435,Thank you thank you thank you. You are the best friend ever. How did  you know i needed a new coffee maker....Let's go try it out. ,imitator21,tweet
436,I apologize for being late to the meeting.. I forgot to turn my clock ahead so I am an hour behind. Next year I put a reminder on my phone. ,imitator21,tweet
437,I can't believe this....I bought you a present for no reason and you bought me a present for no reason...we must really be best friends cause we think alike. ,imitator21,tweet
438,What a surprise. I have been wanting a new watch for the longest time and here you go and buy me one. Thank you. Let me take you to lunch...my treat. ,imitator21,tweet
439,A lot of people don't like fall but I do. I actually love raking leaves. I love the smell of fireplaces and the colorful gourds and pumpkins and apples. ,imitator21,tweet
440,You are the bestest friend a person could have. How thoughtful of you to get me this gift. I really needed a pick me up. ,imitator21,tweet
441,spring is my favorite season. this is the time i start planning my garden and flowers. i hope this year the squirrels don't get to my tomatoes before they ripen. ,imitator21,tweet
442,I have the greatest parents. Your support means the world to me. I could not have gotten through this situation without you. ,imitator21,tweet
443,Summertime is here....get out the canoe and lets go paddle down the creek we went to last year. it is so peaceful...we can pack a lunch basket. ,imitator21,tweet
444,I just got a call from my sister.  she needs me to babysit for her. I wouldn't normally cancel our plans but this is important. ,imitator21,tweet
445,I lost my pocketbook. Misplaced my phone. Broke the heel on my favorite shoes. And burnt my toast. And I just got fired. What a great day. ,imitator21,tweet
446,The delivery man just brought a beautiful bouquet of flowers to my door. How did you know I liked sunflowers...so pretty. thank you. ,imitator21,tweet
447,I am so glad winter snow is here. I just got a new sled I am dying to try out. Going up the hill by Pedmont Street and sliding down...just like a little kid. ,imitator21,tweet
448,"Dear parents, I just want to thank you for the birthday party you threw me. Totally unexpected. So good to see family gathered. ",imitator21,tweet
